# Append-only ledger: preserve existing rows; corrections and later evidence belong in new rows.
id,date,hypothesis,mathematical_motivation,exact_predictions,cheapest_decisive_test,evidence_for,evidence_against,status,artifact_paths,next_action
H559,2026-08-22,"[UNRESOLVED] Phase-sensitive identities sum_k sigma_hat(k)sigma_hat(q-k)=N^2 delta_q0, higher spin/localizing moment levels, DLR conditional equations, and sourced or multi-current switching inequalities remain outside MR4-power-simplex-L1 and could still improve I3/2.",The rank-one power-simplex pseudo-measure survives only because Fourier phases and local spin contractions were discarded.,Any successful continuation must exclude Q=pp^T Green-ray counterpoints while remaining valid for every physical Ising measure and preserving the lower-bound direction on M_L^2.,"Formulate the smallest exact phase-sensitive or DLR row and test it first on the stored rational kernels, with an independently checkable primal or dual certificate.",The exact limitation theorem identifies the missing constraints and states its counterexample scope explicitly.,No audited derivation or exact certificate for any stronger class is supplied here.,unresolved,proofs/upper_fourpoint.md;results/bounds/upper_fourpoint.json,Investigate the convolution identity or a sourced-current row; do not infer an all-size theorem from finite optima.
H560,2026-08-22,[COMPUTATION] Exact finite connected-cluster dressing reproduces the simple-cubic susceptibility HT coefficients through v^10,A coefficient inequality must be tested on independently derived exact integers under the repository's v=tanh K convention,a_0..a_10=1;6;30;150;726;3510;16710;79494;375174;1769686;8306862 and all finite-box identity controls pass,Run e218 then the standalone verifier; compare complete 2x2x2 and sampled 3x2x2 parity expansions,All 15 e218 checks pass; the exact prefix matches external A002913; peak RSS is 289 MiB,The clean-room verifier independently re-derives only through a_8; a_9 and a_10 rely on producer identity controls plus the external comparison,confirmed,experiments/e218_susceptibility_coeffs.py;results/bounds/susceptibility_coeffs.json;tests/test_susceptibility_coeffs.py;proofs/susceptibility_coeffs.md,Keep this as the v=tanh K susceptibility convention gate; extend only for a specified all-size route
H561,2026-08-22,[THEOREM — REFUTED] The exact susceptibility HT coefficients are supermultiplicative,Supermultiplicativity would put Fekete in the supremum direction and yield candidate upper endpoints,"a_(m+n)>=a_m*a_n for every m,n>=1; in particular a_2>=a_1^2",Derive a_1 and a_2 from the finite two-odd cluster census,No tested pair supports the proposed direction,a_1=6 and a_2=30 give the smallest counterexample 30<36; a_(2k)<a_k^2 for every checked k<=16,falsified,experiments/e219_coeff_inequality.py;results/bounds/susceptibility_coeffs.json;proofs/susceptibility_coeffs.md,Do not reuse susceptibility supermultiplicativity or an anchored variant in an endpoint argument
H562,2026-08-22,[CONJECTURE][UNRESOLVED] The exact susceptibility HT coefficients are submultiplicative for all orders,If all-order positivity and a bridge theorem also held then Fekete would turn long exact coefficients into lower K_c endpoints,"a_(m+n)<=a_m*a_n for every m,n>=1 and lim a_n^(1/n)=inf_n a_n^(1/n)",Produce an all-size injection that controls contact dressings or find the first exact violation beyond the checked prefix,"No violation occurs for m+n<=10 on independently derived coefficients or m+n<=32 on the external table; non-strict log-concavity holds on both ranges, with equality at n=2",The order-4 dressing of adjacent clusters is -28 rather than -40 so the SAW split does not factor; finite-prefix completions prove that checks alone cannot settle the claim,unresolved,experiments/e219_coeff_inequality.py;experiments/e220_coeff_bound.py;results/bounds/susceptibility_coeffs.json;proofs/susceptibility_coeffs.md,Prove G1 at all sizes or locate a counterexample; never quote the conditional n=25 or n=32 targets as bounds
H563,2026-08-22,[THEOREM — REFUTED][COMPUTATION] Finite-box susceptibility HT coefficients are nonnegative and coefficientwise monotone under box inclusion,Such a coefficientwise GKS analogue would bridge an infinite coefficient majorant to uniform finite-volume susceptibility,Every box coefficient is nonnegative and enlarging a box cannot decrease a fixed coefficient,Compute exact free-boundary series on the unit edge and unit square,Small-box positive prefixes superficially support the premise,For the 2x2x1 corner box [v^5]chi=-2; for the embedded edge correlation [v^5] drops from 0 on 2x1x1 to -1 on 2x2x1,falsified,experiments/e219_coeff_inequality.py;results/bounds/susceptibility_coeffs.json;tests/test_susceptibility_coeffs.py;proofs/susceptibility_coeffs.md,Use only function-level GKS; replace this false premise by the weaker absolute-domination conjecture P1'
H564,2026-08-22,[CONJECTURE][COMPUTATION][UNRESOLVED] Every finite-box susceptibility coefficient is absolutely dominated by the stabilized infinite-lattice coefficient,Uniform absolute domination would bridge convergence of sum a_n v^n to finite susceptibility and zero spontaneous magnetization,abs([v^n]chi_Lambda)<=a_n for every finite box Lambda; source; and order n,Prove the bound from the cluster dressing recursion or find a finite-box counterexample,The inequality holds on every tested box from 2x1x1 through 3x3x3; both corner and centre sources; through n=8,Finite box coefficients have both signs and are not volume-monotone; no all-size comparison theorem is known,unresolved,experiments/e219_coeff_inequality.py;results/bounds/susceptibility_coeffs.json;tests/test_susceptibility_coeffs.py;proofs/susceptibility_coeffs.md,Establish or refute P1' before any susceptibility-radius endpoint claim
H565,2026-08-22,[THEOREM] No finite susceptibility-coefficient prefix can certify the proposed endpoint without all-size coefficient and bridge theorems,A finite prefix may satisfy every attractive inequality while arbitrary unseen tails control the radius,Two explicit completions match a_0..a_32 and every checked inequality yet one is fully submultiplicative while the other has tail 6^n and radius 1/6,Construct the min-plus closure and the 6^n-tail completion; verify both against the proved growth envelope,"The exact completions pass every constraint through order 32 and the envelope abs(a_n)<=(1000*(n+1)^3)^(n+2); the first invisible violation occurs at pair (1,32) of total order 33",None within the stated finite-information class,confirmed,experiments/e220_coeff_bound.py;results/bounds/susceptibility_coeffs.json;tests/test_susceptibility_coeffs.py;proofs/susceptibility_coeffs.md,Claim no new K_c bound; pursue all-order G0 positivity plus G1 submultiplicativity plus P1' absolute domination
H566,2026-08-22,[THEOREM] The direct eighth interlayer coefficient has an exact coefficientwise all-v connected-correlation formula obtained by summing Bell-Moebius expansions over the eight compositions of 4.,Specializing the all-order layer-moment formula to connected 2D cumulants makes the precise G/U4/W6/W8 content explicit without a finite-v truncation.,"The eight profiles have admissible Bell counts 379,107,83,35,107,35,35,15 and together produce 80014 slot-indexed connected monomials with digest 86587088de826e47e404feec36e115be6afa1a418eb4673a94ae5e877e7d28dc.","Independently rebuild Bell(8), expand every induced layer moment over even connected partitions, and compare every profile digest.",e221 and e223 reconstruct all eight profiles exactly and match the prior c8 inventory digest.,The infinite-lattice sums remain coefficientwise formal and are not scalar-evaluated.,proved,experiments/e221_c8_closed.py;experiments/e223_c10_certificate.py;results/interlayer/c10_structure.json;proofs/interlayer_c10.md;tests/test_interlayer_c10.py,Seek a model-specific evaluation of the required W8 contractions without assuming universal polynomial closure.
H567,2026-08-22,"[THEOREM] W8 is forced at eighth interlayer order: W8_[8]^2 occurs uniquely with coefficient 1/8!, so no polynomial in G, U4, and W6 can equal c8 in the universal connected-cumulant algebra.",A unique top-rank monomial gives an exact obstruction rather than treating the 80014-term inventory as merely large.,"The complete W8 sector is (W8^2+2 W8 R8)/8! plus E(I_a)W8E(J_a)/((2a)!(8-2a)!) for a=1,2,3; profiles with at least three gaps contain no W8.",Filter the independently reconstructed c8 polynomials for W8 and compare with the one-block Bell prediction; evaluate lower symbols identically while setting W8_[8] to 0 versus 1.,Exact sector equality holds in all eight profiles; the two formal evaluations differ by 1/40320 while agreeing on every lower connected symbol.,"The counterexample is a universal polynomial specialization, not a physical square-lattice Gibbs state; model-specific non-polynomial identities remain possible.",proved,experiments/e221_c8_closed.py;results/interlayer/c10_structure.json;proofs/interlayer_c10.md;tests/test_interlayer_c10.py,Test whether square-lattice Pfaffian machinery evaluates the forced W8 sums using auxiliary data rather than lower spin cumulants alone.
H568,2026-08-22,"[THEOREM][COMPUTATION] Tenth interlayer order has exactly the 16 composition profiles of 5, at most six layers, and connected alphabet G,U4,W6,W8,W10.",The exact composition inventory identifies where genuinely new connected data can enter before attempting any resource-heavy c10 finite-lattice computation.,"In composition order the admissible Bell counts are 6556,1556,1016,410,1016,308,308,126,1556,410,308,126,410,126,126,52; total 14410.",Enumerate Bell(10)=115975 partitions and independently recount by a distinguished-label recurrence on even gap-count vectors.,"Both exact routes agree for all sixteen rows, including every Mobius block-class sum and reflection pair.",No c10 coefficients from v^4 through v^12 are inferred from these finite combinatorial counts.,proved,experiments/e222_c10_structure.py;experiments/e223_c10_certificate.py;results/interlayer/c10_structure.json;proofs/interlayer_c10.md;tests/test_interlayer_c10.py,Use the structural formula only if a future low-resource route can evaluate the needed connected 2D sums.
H569,2026-08-22,[THEOREM] W10 is the first irreducible connected datum at tenth interlayer order and W10_[10]^2 occurs uniquely with coefficient 1/10!.,The top-rank sector supplies an exact method-limitation theorem for reuse of G/U4/W6/W8.,"W10 occurs only in profiles (5),(4,1),(3,2),(2,3),(1,4), with profile monomial counts 6556,379,124,124,379 and total 7562; all profiles with at least three gaps have zero W10 sector.",Derive the W10 sector from the unique one-block Bell partition and independently verify the profile support from layer slot-degree vectors.,"Exact Bell enumeration and the connected-partition counts 1,4,31,379,6556 reproduce every stated sector count.",The obstruction does not prove W10 algebraically independent after specialization to the 2D Ising state.,proved,experiments/e222_c10_structure.py;results/interlayer/c10_structure.json;proofs/interlayer_c10.md;tests/test_interlayer_c10.py,Investigate model-specific representations of W10; do not attempt closure with lower universal connected symbols alone.
H570,2026-08-22,"[THEOREM] For every m>=1, the universal partition-cumulant polynomial for c_(2m,q) contains C_[2m]^2/(2m)! and therefore cannot be polynomially generated by connected layer objects of ranks below 2m.",The c8 and c10 obstructions are instances of a uniform hierarchy rather than accidental finite-order complexity.,Two layers both carry all 2m slots only for the single-gap composition (m); the top atom forces the one-block Bell partition with Mobius coefficient one and placement 1/(2m)!.,Track the incidence needed for two top-rank atoms and rule out every multi-gap composition before inspecting the unique single-gap Bell term.,The general incidence proof is recorded and its m=4 and m=5 instances are reconstructed exactly by independent finite partition calculations.,"This is a universal polynomial-method theorem only; Pfaffian, determinant, auxiliary-data, or other non-polynomial specializations are not excluded.",proved,experiments/e221_c8_closed.py;experiments/e222_c10_structure.py;results/interlayer/c10_structure.json;proofs/interlayer_c10.md,Use the theorem as a gate against future claims that a fixed lower connected alphabet closes all interlayer orders.
H571,2026-08-22,"[COMPUTATION][THEOREM][UNRESOLVED] Every available c8 formal coefficient through v^12 is independently audited, while c10 is certified only at the all-order v^0 and v^2 columns and no heavier FLM box is claimed.",Finite-series evidence must be separated from the all-v partition-algebra theorem and must not be promoted to an uncomputed c10 prefix.,"c8_w_res=2v^2+243v^4+13594v^6+1046015v^8/2+14894834v^10+341377607v^12; c10_q has v0=31/14175 and v2=4/14175, while c10_w has total v0=1/10 and residual v2=2.","Re-sum every stored c8 exact-height row, derive q=atanh(w) coefficients rationally, compare the independent w-log and spin-DOS overlaps, and derive c10 v0/v2 from log cosh and the all-order ladder identity.",The integrated producer passes 53 computed checks in 4.441426 process seconds at peak RSS 68747264 bytes and launches zero new FLM boxes.,"c10 coefficients v4 through v12, convergence, critical behavior, and scalar evaluation remain unresolved.",confirmed,experiments/e223_c10_certificate.py;results/interlayer/c10_structure.json;proofs/interlayer_c10.md;tests/test_interlayer_c10.py,"Run the standalone verifier, then preserve the explicit unresolved scope unless an independent low-resource c10 coefficient route is found."
H572,2026-08-22,"[THEOREM][EXTERNAL] For every finite connected simple bipartite graph Gamma with Delta(Gamma)>=3, the individual-local-term algebra has Pauli-label basis {p in H:Q_c(p)=1} with the radical P_X removed when n is odd, where H={(a,b):|b| even} and Q_c(a,b)=a.b+|a|+c.b.",A branch-preserving spanning tree gives a raw-generator basis whose commutation graph is the subdivided tree and contains induced E6; Seven's transvection-orbit theorem then identifies the raw commutator orbit with the complete nonradical Q=1 level.,"Every branching graph has dim 2^(2n-2)-1 for odd n and 2^(2n-2)-(-1)^r 2^(n-1) for even n, with r either colour-class size.","Run e226 and the clean-room verifier; independently rebuild the spanning-tree GF(2) rank, induced-E6 pairing graph, Q-root set, and raw Pauli closure.",All 20 branching isomorphism classes through n=6 close exactly to their Q-root sets; every spanning basis has rank 2n-1 and an exact induced-E6 certificate.,"The all-size orbit step is imported explicitly from Ahmet Seven, Theorem 3.2, rather than reproved in this repository.",proved_with_external_input,proofs/nonhamiltonian_bipartite.md;results/algebra_growth/nonhamiltonian_bipartite.json;experiments/e226_nonhamiltonian_theorem.py;tests/test_nonhamiltonian_bipartite.py,Retain the cited orbit theorem as a load-bearing dependency and the clean-room finite audit as its regression gate.
H573,2026-08-22,"[THEOREM] Every connected bipartite graph without a Hamiltonian path lies in the Delta>=3 quadratic-root branch; hence its exact local-term dimension depends only on n and, for even n, colour-class parity.","A connected graph with Delta<=2 is a path or cycle, and both possess Hamiltonian paths; the new Delta>=3 theorem therefore exhausts the requested non-Hamiltonian class.","Odd n gives 2^(2n-2)-1; even n with colour size r gives 2^(2n-2)-(-1)^r 2^(n-1); K1,3=72, a (2,4)-tree=992, and a (3,3)-tree=1056.","Enumerate every connected bipartite graph through n=6, test Hamiltonian paths by subset DP, and compare independent exact closures with the parity formula.",All 12 non-Hamiltonian isomorphism classes through n=6 are branching and match the formula and Q-root digest exactly.,Finite enumeration ends at n=6 and is not the proof of the all-size implication.,proved,proofs/nonhamiltonian_bipartite.md;results/algebra_growth/nonhamiltonian_bipartite.json;experiments/e224_nonhamiltonian_census.py,Use this branch instead of misapplying the Hamiltonian Clifford-grade formula to imbalanced graphs.
H574,2026-08-22,"[THEOREM] Every non-path tree has the quadratic-root local-term algebra, and every complete bipartite K_(r,s) with |r-s|>=2 is a non-Hamiltonian infinite subclass with the same exact parity formula.","Every non-path tree has Delta>=3; a K_(r,s) Hamiltonian path must alternate colours and exists exactly when |r-s|<=1.","For all |r-s|>=2, dim g_(K_r,s)=2^(2n-2)-1 for odd n and 2^(2n-2)-(-1)^r 2^(n-1) for even n; finite controls are K1,3=72, K1,4=255, K1,5=1056, K2,4=992.","Apply the branch theorem symbolically and independently close every K_(r,s) control with r+s<=6.",All four bounded complete-bipartite controls are non-Hamiltonian and reproduce the formula and closure digests.,"This is an individual-local-term classification, not a two-generator or transfer-matrix classification.",proved,proofs/nonhamiltonian_bipartite.md;results/algebra_growth/nonhamiltonian_bipartite.json,Use stars and imbalanced complete bipartite graphs as exact regression families.
H575,2026-08-22,[THEOREM][COMPUTATION] Matching deficiency together with minimum vertex-disjoint path-cover number is not a complete invariant of a connected non-Hamiltonian bipartite local-term algebra.,"If either combinatorial defect controlled the missing Hamiltonian path, graphs with the same pair of defect values would have the same algebra dimension.","The six-vertex trees with edges 04,14,05,25,35 and 04,14,25,35,45 both have matching size 2, deficiency 2, and path-cover number 2, but exact dimensions 992 and 1056.",Close both raw Pauli generator sets exactly and recompute matching and path cover by independent dynamic programs.,"Producer and clean-room algorithms give the shared invariants and different dimensions; the difference is explained by colour-class parities (2,4) versus (3,3).",No counterevidence; the candidate invariant is decisively refuted.,refuted_invariant,proofs/nonhamiltonian_bipartite.md;results/algebra_growth/nonhamiltonian_bipartite.json;experiments/e225_matching_grade.py,"Stratify even-n branching graphs by colour-class parity, not matching/path-cover defect."
H576,2026-08-22,[THEOREM][COMPUTATION] Reachable coordinate Clifford grades are Jordan–Wigner-order data and neither their order-specific set nor colour-imbalance magnitude is an intrinsic dimension classifier.,"The physical Pauli algebra is order-independent, while an arbitrary Jordan–Wigner basis can move the same labels among Clifford grades.","For one (3,3)-tree, orders give histograms {2:34,4:256,6:476,8:256,10:34} and {2:66,6:924,10:66}; at fixed n, (2,4)- and (3,3)-trees can both occupy {2,4,6,8,10} yet have dimensions 992 and 1056; K1,5 and a balanced tree both have dimension 1056 despite imbalances 4 and 0.",Audit all n! orders for every non-Hamiltonian representative through n=6 and search exact same-grade-set/different-dimension and different-imbalance/same-dimension pairs.,All 12 non-Hamiltonian representatives were audited over every order and the stored witnesses satisfy each equality exactly.,A fully specified grade histogram sums to the dimension trivially; the refutation concerns occupied-grade sets and order-independent classification claims.,confirmed_limitation,proofs/nonhamiltonian_bipartite.md;results/algebra_growth/nonhamiltonian_bipartite.json;experiments/e225_matching_grade.py,"Treat Q_c, not arbitrary coordinate grade support, as the intrinsic container."
H577,2026-08-22,"[COMPUTATION][UNRESOLVED] The bounded census contains 27 connected bipartite isomorphism classes through n=6, of which 20 are branching and 12 are non-Hamiltonian; every stored passing check is exactly recomputed, but this finite census alone proves no all-size law or three-dimensional Ising solution.","A complete small census is a falsification and regression layer for the external-theorem application, not a replacement for it.",All raw closures are pairwise bracket-closed; all branching closure/Q-root digests agree; all non-Hamiltonian n! order profiles are stored; peak RSS stays below 27 MB.,"Run e224, e225, e226, then the standalone verifier, which uses adjacency-tuple isomorphism signatures, all-pairs closure, independent graph DP, and a direct suffix recurrence for Clifford grades.",All three producers pass; the artifact has top-level meta/data/checks and eight computed passing checks; verifier syntax parses independently.,The standalone verifier was intentionally not run by this front under the assignment contract; the census stops at n=6.,confirmed_finite_scope,experiments/e224_nonhamiltonian_census.py;experiments/e225_matching_grade.py;experiments/e226_nonhamiltonian_theorem.py;results/algebra_growth/nonhamiltonian_bipartite.json;tests/test_nonhamiltonian_bipartite.py,Lead should run the standalone verifier once after all fronts settle; do not promote finite evidence beyond its stated scope.
H578,2026-08-22,[THEOREM][COMPUTATION][EXTERNAL] The exact simple-cubic memory-12 walk automaton has 41424 states and admits a positive integer Collatz vector with 1000000 A w < 4747526 w componentwise; hence the SAW connective constant mu < 4.747526.,A rigorous upper bound on the SAW connective constant transfers directly to a stronger Ising lower endpoint.,The automaton accepts every SAW; strict componentwise residual proves its Perron root below 4747526/1000000 without trusting floating-point eigenvalues.,"Build the Poenitz-Tittmann suffix automaton, propose a Perron vector numerically, integerize it, and replay all 169975 sparse transitions exactly.","The minimum integer residual is 18990104; producer used 44.7 CPU s and 425 MB RSS; k=4,6,8,10 controls match every published ceiled bound.",The automaton correctness theorem is imported from an obtained full source and independently pinned by exact controls; k=14 is not computed.,proved,experiments/e227_finite_memory_saw.py;results/bounds/finite_memory_saw.json;tests/test_finite_memory_saw.py;proofs/kc_lower_finite_memory.md,Use k=14 only after replacing the growing Python suffix cache with a compact state encoding.
H579,2026-08-22,"[THEOREM] The certified simple-cubic Ising critical interval is now [0.2138368062108697304302094293879379891333, 0.2527310098586630030260020266135701299926].",This is the first endpoint movement since wave 14 and directly narrows the primary thermodynamic target.,SAW domination gives K_c >= atanh(1/mu); mu<4747526/1000000 gives K_c>atanh(1000000/4747526).,"Evaluate the exact rational atanh argument at 100 dps, take a directed 60-digit floor, and independently repeat at 120 and 200 dps.",The lower endpoint increases by 0.0016208308838465677034577119600802085313 and reduces interval width by 4.000566 percent; dual-precision values agree below 1e-100.,The infrared upper endpoint is unchanged; no exact K_c value or thermodynamic free energy is claimed.,proved,results/bounds/finite_memory_saw.json;tests/test_finite_memory_saw.py;proofs/kc_lower_finite_memory.md,Next mathematical gain from this route is memory 14; next qualitatively different gain still requires a new upper-endpoint mechanism.
H580,2026-08-22,"[COMPUTATION][EXTERNAL] The independently built memory-k automata at k=4,6,8,10,12 have Perron values 4.8645365123, 4.8074108580, 4.7779698931, 4.7598376153, 4.7475250923 and ceil exactly to Poenitz-Tittmann Table 2 values 4.8646,4.8075,4.7780,4.7599,4.7476.",External agreement pins the automaton semantics without importing the new 4.747526 certificate.,"The k=4 transition matrix has characteristic polynomial x^3-4x^2-4x-1, reciprocal to the paper's displayed d=3 denominator.","Compare state counts, exact k=4 polynomial, and all five computed roots against Sections 2-3 and Table 2 of the archived PDF.",Every control passes and the official full PDF has SHA256 ccd467b28d9d371d12a3e8187dfba8ea35acc0a724e4b490e45c324fdc6d224f.,"Published decimal values are validation witnesses, not the proof of the sharper rational certificate.",confirmed,sources/fulltext/poenitz_tittmann2000_saw_upper.pdf;sources/manifest.yaml;proofs/kc_lower_finite_memory.md,Retain the exact k=4 polynomial as the convention gate for future compact automata.
H581,2026-08-22,"[COMPUTATION] A clean-room finite-memory verifier independently rebuilds all automata through k=12 with DFS closability and separately coded symmetry canonicalization, matches all state and transition digests, direct-enumerates memory walks and SAWs through length 7, and replays the full integer certificate.",The 41424-state producer result must not be accepted from its own narrative or floating proposal.,Fresh structure plus the stored positive weights must reproduce the exact minimum residual and directed atanh floor.,Run tests/test_finite_memory_saw.py from the repository root without importing e227.,All 18 checks pass in 49.0 CPU s; minimum residual 18990104 and the 60-digit endpoint reproduce bit-for-bit.,"The verifier shares the mathematical state definition but not producer code or search order, as unavoidable for checking the same theorem.",confirmed,tests/test_finite_memory_saw.py;results/bounds/finite_memory_saw.json,Keep this verifier in the acceptance suite and require it after any state-encoding optimization.
H582,2026-08-22,"[UNRESOLVED] The memory-14 simple-cubic automaton is the next finite-memory frontier; the external ceiling 4.7387 suggests K_c>0.2142, but no in-repo state graph or integer Collatz certificate is yet built.",A further endpoint gain is likely mechanical but must respect the overloaded host and the 2 GiB front budget.,"Extrapolation from 2722 to 41424 states suggests roughly 620000 states at k=14; this is a preflight, not an observed wall.","Replace tuple states and the unbounded closability cache by compact step codes, then run one memory only with process-time/RSS guards.",No k=14 process was launched; no value from the published table enters the certified interval.,Resource projection is not a mathematical obstruction and the projected count is not a theorem.,unresolved,proofs/kc_lower_finite_memory.md;checkpoints/next_actions.md,Implement a compact deterministic state encoder before attempting k=14.
H583,2026-08-22,[EXTERNAL][THEOREM — SCOPE] Obtaining and auditing Poenitz-Tittmann 2000 does not validate the separate MacDonald-et-al. abstract-only claim mu<4.7114; that stronger number remains excluded from the certified interval.,Two same-year SAW papers report different rigorous bounds and must not be conflated.,Poenitz-Tittmann supplies the fully audited finite-memory 4.7476 route; the proof/certificate behind MacDonald 4.7114 remains unavailable.,Preserve both source-manifest entries with exact access status and hashes where full text exists.,The P-T PDF is archived and hashed; MacDonald remains abstract_only with no local_path or sha256.,No inference is drawn from the word rigorous in an inaccessible abstract.,confirmed_scope,sources/manifest.yaml;proofs/kc_bounds_improved.md;proofs/kc_lower_finite_memory.md,Use 4.7114 only if its primary proof and numerical certificate become auditable.
"H584","2026-08-23","[THEOREM] For every physical t in I=[999999997/3000000000,1000000003/3000000000]=[1/3-10^-9,1/3+10^-9], the positive reciprocal spectrum of each open 2x2 and open 2x3 bipartite Ising layer is not a full n-mode subset-product spectrum.","Determinant-centred log slots of a full subset-product spectrum form a Rademacher sum, so the squared mode log-energies must form a finite Stieltjes moment sequence.","Every candidate must satisfy p1*p3-p2^2>=0, while exact uniform dyadic enclosures give 2x2 in [-0.06469247890703354,-0.06338493944082486] and 2x3 in [-0.21674380000430868,-0.11019377850467191].","Rebuild the rational physical matrices at t=1/3, certify positive eigenvalue intervals and dyadic logarithms, then propagate the exact entrywise perturbation bound over all t in I and test the Hankel sign.","The artifact records 17/17 established checks; both exact upper numerators are strictly negative; the lead ran tests/test_bipartite_log_moments.py and observed PASS.","P4 and P6 are strict non-violation controls only; no 2x4, every-coupling, or all-size bipartite theorem follows.","proved_finite_interval","experiments/e228_bipartite_log_moments.py;results/spectral/bipartite_log_moments.json;proofs/bipartite_log_moments.md;tests/test_bipartite_log_moments.py","Seek a parameter-dependent or all-size bipartite obstruction; do not extrapolate beyond the certified interval I."
"H585","2026-08-23","[THEOREM] At t=1/3 the physical open 2x3 Ising layer is not a full six-mode subset-product spectrum by the first seven power traces; trace seven is the first decisive row of the named consecutive low-trace elimination.","Full six-mode subset products force normalized traces to satisfy Lucas/resultant equations encoded by one monic sextic mode polynomial.","After traces one through three eliminate coefficients, the trace-four, trace-five, and trace-six ideals remain proper with Groebner-basis sizes 1,3,6; adding trace seven gives the unit ideal {1}.","Independently rebuild the exact rational 64x64 representative and traces one through seven, compute cyclotomic norms as multiplication determinants, and replay the prefix ideals with lexicographic elimination.","The artifact records 5/5 passing checks; a synthetic rational six-mode spectrum satisfies all residuals and the open P6 chain remains proper through trace seven; the lead ran tests/test_trace_resultant.py and observed PASS.","This decides one finite graph at one exact coupling only; a proper finite trace ideal is consistency, not sufficiency, and no every-coupling or all-size theorem follows.","proved_finite","experiments/e232_trace_resultant.py;results/spectral/trace_resultant.json;proofs/trace_resultant.md;tests/test_trace_resultant.py","Control the physical-curve parameter dependence of the four-polynomial ideal, for example by an explicit parameter resultant with a no-positive-root certificate."
"H586","2026-08-23","[THEOREM][COMPUTATION][UNRESOLVED] For every L=3..8 and every particle sector, the balanced/minimally-unbalanced two-slice restriction Delta in {0,2} is injective on U_L; the rung bonding/antibonding truncation retaining at most two a-factors first fails at (L,m)=(4,2), with kernel Q*a0*a1*a2*a3 and rank 19 instead of 20.","A direct observability mechanism is needed for the conjectured W_L ranks, while the cheapest rungwise truncation must be closed by its first exact kernel rather than another fitted sequence.","All 39 finite sectors reproduce the certified exact U_L ranks, including 20 at (4,2) and 2484 at (8,4); the omitted-slice annihilator rank reaches its coordinate ceiling everywhere, while the first bonding-truncation kernel is one-dimensional.","Pin and recheck the exact-Q annihilator source, rebuild orbit restriction matrices and two-prime ranks against exact ceilings, then transform every local source and pair the first omitted aaaa word with the complete W4 sector basis.","The artifact records 16/16 passing checks; exact ceiling sandwiches certify the two-slice ranks and the stored 16-term kernel witness lies in U4; the lead verifier tests/test_wlaw_rank_mechanism.py reported 21 checks, 0 failures, PASS.","No all-L two-slice exact-sequence lemma, W_L rank law, L>=9 rank, L=10 falsification, or K_c statement is claimed.","proved_scoped","experiments/e230_wlaw_rank_mechanism.py;results/algebra_growth/wlaw_rank_mechanism.json;proofs/wlaw_rank_mechanism.md;tests/test_wlaw_rank_mechanism.py","Prove the two-slice exact-sequence lemma for all L or find a finite counterexample beyond L=8; do not reuse the refuted at-most-two-a truncation."
"H587","2026-08-23","[THEOREM][METHOD LIMITATION] PS4-convolution-block-Gram-L1 is strictly stronger than MR4-power-simplex-L1, but it has zero uniform Green zero-mode floor and therefore does not move the certified upper endpoint K_c<=I3/2.","Phase-sensitive Fourier convolution identities were the principal missing fourth-moment rows after the MR4 projection theorem, so they require both a strict separator and an exact limitation witness.","At L=4 and K=6/25 an exact point passes every MR4 row but violates one directed convolution polygon; nevertheless for every 0<K<=I3/2 the exact Green profile lifts to PS4 for every even L>=266 with 0<p0<=5168/(525L), excluding any L-uniform positive floor.","Rebuild the directed convolution blocks and exact L=4,6 controls, verify the strict rational separator, and prove the all-size noncentral and central polygon inequalities for the Green lift.","The artifact records 29/29 passing checks; exact finite controls and the all-size inequalities leave improved_endpoint=false and incumbent=I3/2; the lead ran tests/test_upper_phase_sensitive.py and observed PASS.","No exact finite zero magnetisation, physical pseudo-measure realization, full cross-channel fourth-moment consistency, higher localizer, DLR, or sourced/multi-edge current theorem is claimed.","proved_method_limitation","experiments/e231_phase_sensitive_upper.py;results/bounds/upper_phase_sensitive.json;proofs/upper_phase_sensitive.md;tests/test_upper_phase_sensitive.py","Seek full cross-channel fourth moments, higher localizers, DLR equations, or sourced/multi-edge current constraints that exclude the Green lift."
"H590","2026-08-23","[THEOREM][COMPUTATION] For each even memory k=4,6,8,10,12, the packed first-use finite-walk automaton is content-identical to the ordered e227 automaton.","Replacing tuple-coordinate suffix states by a deterministic packed first-use normal form is useful only if it preserves the already certified automaton exactly.","For every listed k, both the ordered state digest and ordered transition-table digest equal the e227 controls, not merely their dimensions.","Construct each packed automaton, map its reachable states into the e227 coordinate convention, and compare the complete ordered state and transition content.","All five state and transition crosswalks match the e227 content exactly.","Memory 14 was explicitly not launched, so this theorem has no k=14 spectral, Collatz, or endpoint content.","proved_compact_crosswalk","experiments/e229_finite_memory_saw14.py;results/bounds/finite_memory_saw14.json;proofs/kc_lower_memory14.md;tests/test_finite_memory_saw14.py","Use the compact crosswalk as a regression gate and mechanical foundation only; keep any actual k=14 launch separate."
